StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Age,Gender,Education,Race,Income,Health,Q184,Q185,Q183,CT2,CT1,0_5_95,0_95_5,0_50_50,0_90_10,0_10_90,0_85_15,0_15_85,0_20_80,0_80_20,0_25_75,0_75_25,0_30_70,0_70_30,0_35_65,0_65_35,0_40_60,0_60_40,0_45_55,0_55_45,0.5_5_95,0.5_95_5,0.5_50_50,0.5_10_90,0.5_90_10,0.5_15_85,0.5_85_15,0.5_20_80,0.5_80_20,0.5_25_75,0.5_75_25,0.5_30_70,0.5_70_30,0.5_35_65,0.5_65_35,0.5_40_60,0.5_60_40,0.5_45_55,0.5_55_45,n0.5_5_95,n0.5_95_5,n0.5_50_50,n0.5_10_90,n0.5_90_10,n0.5_15_85,n0.5_85_15,n0.5_20_80,n0.5_80_20,n0.5_25_75,n0.5_75_25,n0.5_30_70,n0.5_70_30,n0.5_35_65,n0.5_65_35,n0.5_40_60,n0.5_60_40,n0.5_45_55,n0.5_55_45,"5_5_95 ",5_95_5,5_50_50,5_10_90,5_90_10,5_15_85,5_85_15,5_20_80,5_80_20,5_25_75,5_75_25,5_30_70,5_70_30,5_35_65,5_65_35,5_40_60,5_60_40,5_45_55,5_55_45,n5_5_95,n5_95_5,n5_50_50,n5_10_90,n5_90_10,n5_15_85,n5_85_15,n5_20_80,n5_80_20,n5_25_75,n5_75_25,n5_30_70,n5_70_30,n5_35_65,n5_65_35,n5_40_60,n5_60_40,n5_45_55,n5_55_45,P1,P2,P3,P4,P5,P6,IN1,IN2,IN3,IN4,IN5,IN5_5_TEXT,IN6,IN7,IN7_6_TEXT,F1,F2,F3,F4,F4A,F4B,F4C,F4D,F4E,AVI1_1,AVI1_2,AVI1_3,AVI1_4,AVI1_5,AVI1_6,AVI2_1,AVI2_2,AVI2_3,AVI2_4,AVI2_5,AVI2_6,AVI3_1,AVI3_2,AVI3_3,AVI3_4,AVI3_5,AVI3_6,AVI5_1,AVI5_2,AVI5_3,AVI5_4,AVI5_5,AVI5_6,AVI6_1,AVI6_2,AVI6_3,AVI6_4,AVI6_5,AVI6_6,N1,N2,N3,N4,N5,N6,N7,N8_1,N8_2,N9,N10,N11,N12,N13,N14,GL1,GL2,GL3,GL4,GL5,GL6,GL7,GL8,GL9,GL10,SC0,opp,rid,RISN,V,Q_TotalDuration,collection,gc,term,score,age,ct1_not1,ct2_not2,LABottomIndex,GSTopIndex,LALow,Enter Embedded Data Field Name Here...,LAHigh,LAScore,InconsistentRange
2018-12-18 13:42:07,2018-12-18 13:57:55,0,107.203.207.49,100,947,1,2018-12-18 13:57:55,R_3Ks2SWZ3Qv4LRK1,,,,,36.3202056884765625,-121.2451019287109375,anonymous,EN,2,2,31,1,2,1,2,5,5,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,1,5,1,3,,,,,,,,,7,1,7,2,,,,,,,2,5,2,2,1,1,1,1,1,5,5,5,5,5,1,2,5,1,5,2,5,5,5,5,1,5,1,5,5,50,10,1,6,4,1,2,1,10,yes,100,1,90,4,2,1,1,1,1,1,1,1,2,5,1,4,Qual1827-1205Skew,5c195b7c-2b3a-48c1-befa-fdde5b98e3c7,3551039,"H ",947,new,1,,4,50-59,1,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:27:48,2018-12-18 14:00:24,0,71.225.9.23,100,1955,1,2018-12-18 14:00:24,R_O75JYXC2Z5L0xdD,,,,,39.8871002197265625,-75.372100830078125,anonymous,EN,2,2,63,1,5,1,16,4,5,4,7,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,4,3,3,4,2,1,1,$1200,1,2,,,,,4,1,7,2,,,,,,3,2,3,2,4,2,3,2,3,4,2,3,2,2,2,2,1,4,2,3,2,4,3,2,,,,,,,500,10,0.1,6,5,2% in 10 years,2 in 100 in 10 yhears,10,100,80 out of 100,5,1,90 %,64,3,6,5,6,5,6,5,3,6,3,4,7,Qual1827-1205Skew,5c19583d-c739-49ba-ad44-340f539ef12f,3551039,"H ",1955,new,1,,7,80-85,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 13:28:54,2018-12-18 14:00:35,0,173.68.54.14,100,1900,1,2018-12-18 14:00:35,R_2ydpwe2P6CjaTKD,,,,,40.7483978271484375,-73.99669647216796875,anonymous,EN,2,2,53,1,4,1,15,5,5,4,7,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,4,5,5,5,5,5,1,5,6000,4,2,,,,,3,1,7,2,,,,,,3,2,3,1,4,1,3,2,2,4,2,2,2,2,2,2,1,4,1,4,1,4,2,1,2,1,4,1,3,4,400,1,1,6,5,2,2,10,100,80,500,1,9,64,3,5,4,6,6,6,5,6,5,5,5,6,Qual1827-1205Skew,5c195880-c381-46fb-b4f1-34667733f0c6,3551039,"H ",1900,new,1,,6,70-79,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:43:59,2018-12-18 14:04:54,0,67.177.65.169,100,1255,1,2018-12-18 14:04:55,R_2rBMYfmQ7STVevU,,,,,30.631103515625,-88.1587982177734375,anonymous,EN,2,2,45,2,4,1,6,4,4,3,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,4,1,4,4,4,3,,,,,,,,,1,1,7,2,,,,,,4,2,2,,3,2,2,2,2,3,2,3,2,2,2,2,1,4,1,4,2,4,2,1,4,2,4,2,4,4,500,1,1,6,5,2,2,10,100,801,5,1,9,64,1,4,4,4,3,4,3,3,3,3,3,5,Qual1827-1205Skew,5c195c06-3b7c-4141-8db6-f49342967c36,3551039,"H ",1255,new,1,,5,60-69,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 13:57:27,2018-12-18 14:10:09,0,47.200.90.10,100,762,1,2018-12-18 14:10:10,R_2RR1pPN1BRsVodt,,,,,27.0605926513671875,-82.35199737548828125,anonymous,EN,2,2,50,2,4,1,15,4,5,4,7,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,3,4,4,4,4,1,1,1000,4,1,,1,,,6,3,7,1,,,,,,4,1,4,2,4,2,2,1,2,3,2,3,2,2,1,1,1,3,1,4,2,4,4,2,4,2,4,2,4,4,500,1,1000,4,4,10,10,0,0,1 out of 5,50,1,1,2,2,3,3,3,3,3,3,3,3,3,3,5,Qual1827-1205Skew,5c195f2d-9fab-4218-836a-dfa833fd370c,3551039,"H ",762,new,1,,5,60-69,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:56:00,2018-12-18 14:11:02,0,71.214.81.31,100,902,1,2018-12-18 14:11:03,R_2sThjBGaeyE7Uag,,,,,45.5653076171875,-122.64479827880859375,anonymous,EN,2,2,48,2,3,1,16,5,5,4,7,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,3,,,,,,,,,4,1,7,2,,,,,,4,1,4,1,4,1,3,3,3,4,3,3,3,1,2,2,1,5,1,5,1,5,5,1,4,1,5,1,4,4,500,10,1,6,5,2,2,10,100,80,5,1,50,3,1,1,1,1,1,1,1,1,1,3,1,5,Qual1827-1205Skew,5c195ed9-2775-4d69-acb6-75b3dc92bbea,3551039,"H ",902,new,1,,5,60-69,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:29:53,2018-12-18 14:11:37,0,47.156.220.3,100,2504,1,2018-12-18 14:11:38,R_5C2rrdKuJo02owh,,,,,34.1425933837890625,-117.2606048583984375,anonymous,EN,2,2,36,2,2,5,3,3,5,4,6,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,3,3,4,4,4,4,3,,,,,,,,,1,1,6,2,,,,,,2,1,2,4,3,4,1,1,1,2,1,1,1,2,1,1,1,3,1,3,2,3,1,1,3,1,1,2,2,2,100,100,1,6,5,10%,2%,1,10,2%,100,2,10%,7,2,1,1,2,1,1,1,1,1,1,1,4,Qual1827-1205Skew,5c1958b9-5ba8-418a-ba95-c652899ba64e,3551039,"H ",2504,new,1,,4,50-59,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 13:55:08,2018-12-18 14:12:19,0,72.12.118.117,100,1031,1,2018-12-18 14:12:20,R_3NDQm6igeDKT2nf,,,,,30.2816925048828125,-98.8798980712890625,anonymous,EN,2,2,38,1,2,1,1,2,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,2,5,4,3,3,3,3,3,,,,,,,,,1,1,7,2,,,,,,2,3,2,3,2,3,1,3,2,3,1,3,2,3,2,3,1,3,1,4,1,3,1,1,3,2,2,2,3,2,500,1,1,4,5,2,2,10,100,80,50,1,10,20,3,1,1,1,1,1,1,1,1,3,1,4,Qual1827-1205Skew,5c195ea5-46b9-4acb-9160-408bf41d37ad,3551039,"H ",1031,new,1,,4,50-59,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 13:49:01,2018-12-18 14:13:02,0,174.32.83.203,100,1441,1,2018-12-18 14:13:03,R_2ATDSyepAfCDTKR,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,2,2,51,1,4,1,1,5,5,4,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,4,5,5,5,3,,,,,,,,,4,1,7,1,,,,,,2,1,2,1,5,1,2,1,3,5,1,5,1,4,2,2,1,5,3,3,1,5,2,1,5,1,2,1,5,5,500,10,1,6,5,50%,10%,10,100,75%,1,1,"!0%",14,3,3,3,5,4,5,5,6,6,4,4,6,Qual1827-1205Skew,5c195d18-ec44-40ea-994c-e994b38a8288,3551039,"H ",1441,new,1,,6,70-79,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:36:46,2018-12-18 14:13:10,0,64.251.134.12,100,2184,1,2018-12-18 14:13:11,R_21ixD1fJkJMRU9y,,,,,37.9485015869140625,-91.7602996826171875,anonymous,EN,2,2,60,1,3,1,7,3,5,4,6,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,4,4,2,4,3,4,1,2,500,4,5,gambling,,,,4,3,6,1,,,,,,2,2,2,4,2,3,1,2,2,2,1,4,2,2,3,3,1,4,1,3,2,3,1,2,3,2,2,2,3,3,500,10,0.01,6,5,2%,2,10,100,80,5,1,0,64,1,2,3,3,2,3,4,4,4,4,3,6,Qual1827-1205Skew,5c195a56-7f87-4216-9ffb-651444c3f0f3,3551039,"H ",2184,new,1,,6,70-79,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:59:32,2018-12-18 14:14:19,0,24.47.126.106,100,886,1,2018-12-18 14:14:20,R_2vkyZFNmtYqVUvZ,,,,,40.6204986572265625,-73.92389678955078125,anonymous,EN,2,2,50,2,5,2,8,4,5,3,6,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5,4,4,1,4,3,3,,,,,,,,,1,6,7,1,,,,,,3,2,1,4,4,3,1,4,4,3,3,3,1,2,3,3,2,3,1,2,2,3,2,3,1,2,3,2,4,4,100,5,3,4,5,yes,yes,5,10,2,10,2,10,5,3,3,1,3,3,4,4,1,1,4,4,5,Qual1827-1205Skew,5c195faf-3b7f-4b22-b097-c70395c2efd7,3551039,"H ",886,new,1,,5,60-69,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:39:35,2018-12-18 14:18:28,0,67.187.46.145,100,2333,1,2018-12-18 14:18:28,R_Oa5qpPEAcq9JLMt,,,,,31.2299957275390625,-81.35019683837890625,anonymous,EN,2,2,58,1,4,1,7,3,5,4,7,2,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,3,4,5,5,1,3,10000,4,1,,,,,4,2,7,2,,,,,,3,1,3,2,4,2,,,,,,,2,3,3,3,2,4,1,4,2,4,3,2,4,2,4,2,4,4,500,10,0.1,6,5,2,2,10,100,80,5,1,90,64,3,5,5,5,5,5,4,5,4,4,3,6,Qual1827-1205Skew,5c195aff-3eee-4d87-9a83-ace1535ccbe8,3551039,"H ",2333,new,1,,6,70-79,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:47:34,2018-12-18 14:18:35,0,24.191.105.44,100,1860,1,2018-12-18 14:18:35,R_2q1v0CpZSxlGfmO,,,,,40.121002197265625,-74.30169677734375,anonymous,EN,2,2,57,2,5,1,13,4,5,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,4,1,4,4,4,3,,,,,,,,,7,7,7,1,,,,,,3,2,3,2,5,1,2,2,2,4,3,4,2,4,4,4,1,5,1,5,1,5,4,2,4,2,5,2,5,5,500,10,0.1,6,5,2,1 in 50,10,100,80 %,5,1,90,64,3,6,6,6,6,6,6,4,6,5,4,6,Qual1827-1205Skew,5c195ce0-5ac8-4485-a795-a5172f9931b1,3551039,"H ",1860,new,1,,6,70-79,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 13:52:59,2018-12-18 14:19:15,0,69.126.71.86,100,1575,1,2018-12-18 14:19:15,R_1QaR6ckEbzSNZga,,,,,40.7400054931640625,-73.4857025146484375,anonymous,EN,2,2,66,2,3,1,4,4,5,4,7,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,4,2,3,2,2,4,3,,,,,,,,,6,1,6,2,,,,,,4,2,4,2,4,2,2,3,1,4,2,4,4,3,2,2,2,4,1,4,1,4,3,2,4,2,4,1,4,4,6,10.00,1,6,5,2,200,10,100,2,95000,1,18,20,2,2,2,2,2,2,2,2,2,4,2,7,Qual1827-1205Skew,5c195e24-4453-474b-967a-f2800cd89bfe,3551039,"H ",1575,new,1,,7,80-85,1,1,0,1,0.5,,0.5,0.5,1
2018-12-18 14:05:13,2018-12-18 14:21:48,0,216.80.125.41,100,995,1,2018-12-18 14:21:49,R_NXOYU543IV9XTmp,,,,,41.9542999267578125,-87.657501220703125,anonymous,EN,2,2,53,2,3,1,3,5,5,4,7,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,4,4,4,4,1,3,200,4,2,,2,6,It was a legitimate stock loss,4,4,7,2,,,,,,2,1,3,2,3,1,2,2,3,4,2,4,2,3,2,1,1,4,1,4,2,4,3,2,4,2,4,2,4,4,500,10,0.001,6,5,2% in ten years,2 in 100 in ten years,10,100,80%,0.05,1,32,64,2,3,3,3,3,4,4,2,4,4,2,6,Qual1827-1205Skew,5c1960fb-f148-46a9-a2f6-ea3acd33cd28,3551039,"H ",995,new,1,,6,70-79,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 14:12:04,2018-12-18 14:27:03,0,47.227.191.136,100,898,1,2018-12-18 14:27:03,R_1Hjja4ak8BEu3dB,,,,,39.9712066650390625,-86.1244964599609375,anonymous,EN,2,2,41,2,4,1,6,3,4,4,6,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,3,3,4,2,4,3,,,,,,,,,4,2,7,1,,,,,,3,2,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,4,2,4,2,3,2,1,4,2,4,2,4,2,500,10,0.01,6,5,10% in five years,1 in 50,10,1,80%,5,1,10%,64,3,2,2,2,2,1,1,2,2,2,2,5,Qual1827-1205Skew,5c19629f-ee9f-4e0d-8ecb-5e067a5b4777,3551039,"H ",898,new,1,,5,60-69,1,1,0,1,0.5,,0.5,0.5,1
2018-12-18 13:41:52,2018-12-18 14:27:35,0,67.191.175.87,100,2742,1,2018-12-18 14:27:36,R_1Oq1NW6fFZ0mNzC,,,,,33.7230072021484375,-84.4701995849609375,anonymous,EN,2,2,34,2,3,2,1,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,4,1,3,200,5,3,,,,,3,1,1,2,,,,,,2,1,4,2,3,2,3,2,2,4,2,3,3,1,2,2,2,4,1,4,2,4,2,2,4,2,4,2,4,2,300,20,3,6,4,5,10,5,20,5,50,1,4,5,1,2,3,2,2,2,2,3,2,4,3,4,Qual1827-1205Skew,5c195b83-3ffc-4059-8439-5bb71604de90,3551039,"H ",2742,new,1,,4,50-59,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 14:12:00,2018-12-18 14:27:41,0,68.133.2.18,100,940,1,2018-12-18 14:27:41,R_3me2lN8H0i1OztD,,,,,43.0428924560546875,-78.69879913330078125,anonymous,EN,2,2,35,2,4,1,11,4,4,4,6,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,5,4,4,5,3,4,1,1,2000,4,2,,,,,6,2,7,1,,,,,,4,2,3,3,3,2,2,2,2,3,3,4,3,2,2,2,3,4,2,4,3,4,3,3,4,3,3,2,3,3,50,1,1,6,5,2,2,10,100,2,1,1,90,154,1,2,2,4,2,2,2,3,3,3,3,4,Qual1827-1205Skew,5c196296-ebd9-469c-a324-38b8b3f4daed,3551039,"H ",940,new,1,,4,50-59,,,0,1,0.5,,0.5,0.5,1
2018-12-18 13:34:33,2018-12-18 14:12:33,0,172.56.10.0,100,2279,1,2018-12-18 14:28:06,R_1mXCqBQd1KVkFrp,,,,,42.33489990234375,-83.1800994873046875,anonymous,EN,2,2,47,1,2,1,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,3,3,1,1,100,5,3,,,,,2,1,7,2,,,,,,4,3,3,2,3,2,1,3,2,4,2,4,2,4,4,2,1,5,1,4,2,4,2,2,4,2,4,2,4,3,500,10,10,6,5,2,2,10,100,80,10,1,10,64,3,2,1,1,1,4,4,3,4,4,4,5,Qual1827-1205Skew,5c1959cf-cbd5-4099-903c-523eb15459ea,3551039,"H ",2279,new,1,,5,60-69,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 14:06:58,2018-12-18 14:28:21,0,71.232.204.68,100,1282,1,2018-12-18 14:28:22,R_1jGLZefbUiHIRQX,,,,,41.440093994140625,-71.99559783935546875,anonymous,EN,2,2,46,2,4,1,10,4,5,3,6,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,4,2,2,2,2,3,3,,,,,,,,,2,4,7,2,,,,,,4,2,4,3,5,2,2,1,2,1,4,2,2,1,1,1,2,3,1,2,2,4,4,1,5,2,4,2,5,4,50,10,0.01,6,5,2%,2%,10,100,20%,5,1,about 10%,64,3,3,3,4,4,3,4,3,5,3,4,5,Qual1827-1205Skew,5c19616d-b3af-4092-b703-86b9cc9425ee,3551039,"H ",1282,new,1,,5,60-69,,1,0,1,0.5,,0.5,0.5,1
2018-12-18 14:08:23,2018-12-18 14:31:44,0,76.233.249.167,100,1401,1,2018-12-18 14:31:45,R_3ekIJlVwdb7y6cV,,,,,32.7198944091796875,-97.14420318603515625,anonymous,EN,2,2,53,2,2,1,10,4,4,4,7,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,5,4,4,5,4,4,3,,,,,,,,,2,2,7,2,,,,,,2,1,2,2,4,1,1,2,1,4,1,3,1,3,1,1,1,5,1,5,1,5,2,1,5,1,5,1,5,3,500,10,1,6,5,2,2,10,100,80,5,1,75,64,1,2,1,3,3,5,2,2,3,3,3,6,Qual1827-1205Skew,5c1961c0-da67-4d9c-b200-4d84ad4c9592,3551039,"H ",1401,new,1,,6,70-79,,,0,1,0.5,,0.5,0.5,1
2018-12-18 14:13:38,2018-12-18 14:33:15,0,216.170.144.54,100,1176,1,2018-12-18 14:33:16,R_12t0XscPpVvDRhe,,,,,37.1876983642578125,-83.416900634765625,anonymous,EN,2,2,31,2,4,1,1,3,5,4,6,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,2,4,2,4,1,1,100,1,1,,2,6,,7,7,5,2,,,,,,3,4,3,3,2,2,3,2,4,3,4,3,2,3,2,3,3,3,1,5,4,4,4,3,3,2,4,2,3,3,500,10,19,4,4,2,19,1,4,10,100,1,50,50,3,4,3,1,3,3,2,3,2,4,3,4,Qual1827-1205Skew,5c1962fb-0eb5-41ab-b21f-52fd2a30a919,3551039,"H ",1176,new,1,,4,50-59,1,,0,1,0.5,,0.5,0.5,1
